CHAPTER12,不定詞（基礎）・動名詞,「動名詞」とは？,"動名詞とは、動詞のing形を名詞のように使う形で、主語・目的語などの役割を果たします。例：「I enjoy reading.（私は読書を楽しむ）」"
CHAPTER12,不定詞（基礎）・動名詞,「～すること」,"動名詞（～ing）または不定詞（to + 動詞の原形）を使って「～すること」を表せます。例：「I like playing soccer.（私はサッカーをすることが好きです）」"
CHAPTER12,不定詞（基礎）・動名詞,「～するために」,"不定詞「to + 動詞の原形」を使って目的を表します。例：「I study hard to pass the exam.（試験に合格するために一生懸命勉強する）」"
CHAPTER12,不定詞（基礎）・動名詞,「～するための」,"不定詞を形容詞的に使い、「to + 動詞の原形」で「～するための～」を表します。例：「I need a pen to write a letter.（手紙を書くためのペンが必要です）」"
CHAPTER12,不定詞（基礎）・動名詞,ていねいに希望を伝える言い方,"「I would like to + 動詞の原形」を使うと、丁寧な希望を伝えられます。例：「I would like to order a coffee.（コーヒーを注文したいのですが）」"
CHAPTER12,不定詞（基礎）・動名詞,相手の希望をたずねる言い方,"「Would you like to + 動詞の原形？」を使うと、丁寧に相手の希望を尋ねられます。例：「Would you like to go with me?（一緒に行きたいですか？）」"
CHAPTER13,接続詞,接続詞のthatとは？,"接続詞「that」は、主語や目的語として名詞節を作る際に使われます。例：「I think that she is kind.（私は彼女が優しいと思います）」"
CHAPTER13,接続詞,接続詞のwhenとは？,"接続詞「when」は「～するとき」を意味し、時間を表す副詞節を作ります。例：「I was sleeping when you called.（あなたが電話したとき、私は寝ていました）」"
CHAPTER13,接続詞,接続詞 if because,"接続詞「if」は「もし～ならば」という条件を表し、例：「If it rains, I will stay home.（もし雨が降ったら、私は家にいます）」。「because」は「なぜなら～だから」という理由を表し、例：「I stayed home because it was raining.（雨が降っていたので家にいました）」"
CHAPTER14,いろいろな文型,tell me that ～などの文,"「tell 人 that ～」の形で「人に～と伝える」という意味になります。例：「She told me that she was busy.（彼女は私に忙しいと言いました）」"
CHAPTER14,いろいろな文型,「AをBと呼ぶ」「AをBにする」,"「call A B」は「AをBと呼ぶ」、「make A B」は「AをBにする」という意味になります。例：「We call him Tom.（私たちは彼をトムと呼びます）」「Exercise makes you healthy.（運動はあなたを健康にする）」"
CHAPTER14,いろいろな文型,「～があります」,"「There is/are ～」の形で「～があります」を表します。例：「There is a book on the table.（テーブルの上に本があります）」"
CHAPTER14,いろいろな文型,「～がありますか」,"「Is there ～? / Are there ～?」の形で「～がありますか？」を尋ねます。例：「Is there a bank near here?（この近くに銀行はありますか？）」"
CHAPTER14,いろいろな文型,「～になる」「～に見える」など,"「become + 名詞/形容詞」で「～になる」、「look + 形容詞」で「～に見える」と表します。例：「He became a doctor.（彼は医者になりました）」「She looks happy.（彼女は幸せそうに見えます）」"
CHAPTER14,いろいろな文型,「～をあげる」「～を見せる」など,"「give 人 物」で「人に物をあげる」、「show 人 物」で「人に物を見せる」と表します。例：「I gave him a present.（私は彼にプレゼントをあげました）」「She showed me her new dress.（彼女は私に新しいドレスを見せました）」"
CHAPTER15,比較,asを使う比較,"「as + 形容詞/副詞 + as」の形で「～と同じくらい…」を表します。例：「This book is as interesting as that one.（この本はあの本と同じくらい面白い）」"
CHAPTER15,比較,more mostを使う比較,"「more + 形容詞/副詞」で比較級、「the most + 形容詞/副詞」で最上級を表します。例：「This movie is more interesting than that one.（この映画はあの映画より面白い）」「This is the most beautiful place in Japan.（ここは日本で最も美しい場所です）」"
CHAPTER15,比較,「最上級」とは？,"最上級は「the + 形容詞/副詞の最上級形」で「最も～」を表します。例：「This is the best book I have ever read.（これは私が読んだ中で最も良い本です）」"
CHAPTER15,比較,「比較級」とは？,"比較級は「形容詞/副詞の比較級 + than」で「～より…」を表します。例：「She is taller than me.（彼女は私より背が高い）」"
CHAPTER15,比較,まちがえやすい比較変化,"比較級・最上級の形に注意が必要な単語もあります。例：「good → better → best」「bad → worse → worst」「far → farther/further → farthest/furthest」"
CHAPTER15,比較,比較の分の整理,"比較の基本ルールは、「短い形容詞/副詞には-er/-estをつける」「長い形容詞/副詞にはmore/mostを使う」「thanを使って比較を表す」などがあります。"
CHAPTER16,受け身,「受け身」とは？,"受け身（受動態）は、「be動詞 + 過去分詞」の形で、「～される」「～された」という意味を表します。例：「The book was written by him.（その本は彼によって書かれました）」"
CHAPTER16,受け身,「過去分詞」とは？,"過去分詞は、動詞の変化形の一つで、受け身（受動態）や完了形で使われます。例：「write - wrote - written」「eat - ate - eaten」"
CHAPTER16,受け身,受け身と普通の分の整理,"普通の文（能動態）は「主語 + 動詞 + 目的語」の形ですが、受け身（受動態）は「目的語 + be動詞 + 過去分詞」の形になります。例：「He wrote a book.（彼は本を書いた）」→「A book was written by him.（本は彼によって書かれた）」"
CHAPTER16,受け身,受け身の分の否定文・疑問文,"受け身の否定文は「be動詞 + not + 過去分詞」で作ります。例：「The window was not broken.（その窓は壊されていませんでした）」受け身の疑問文は「be動詞 + 主語 + 過去分詞？」の形になります。例：「Was the cake made by her?（そのケーキは彼女が作ったのですか？）」"
CHAPTER17,現在完了形,「完了」の現在完了形とは？,"現在完了形の「完了」は、「just（ちょうど）」「already（すでに）」「yet（まだ）」などを使って、「～したところだ」「～が終わった」ことを表します。例：「I have just finished my homework.（私はちょうど宿題を終えた）」"
CHAPTER17,現在完了形,「現在完了形」とは？,"現在完了形は「have/has + 過去分詞」の形で、過去と現在をつなげる表現です。完了・経験・継続などを表します。例：「I have visited Kyoto twice.（私は京都を2回訪れたことがあります）」"
CHAPTER17,現在完了形,「現在完了進行形」とは？,"現在完了進行形は「have/has been + 動詞のing形」の形で、「ずっと～している」「最近～している」ことを表します。例：「I have been studying English for three hours.（私は3時間英語を勉強しています）」"
CHAPTER17,現在完了形,「経験」の否定文・疑問文,"経験の否定文は「have/has never + 過去分詞」で表し、疑問文は「Have/Has + 主語 + 過去分詞？」の形になります。例：「I have never been to Canada.（私はカナダに行ったことがありません）」「Have you ever eaten sushi?（あなたは寿司を食べたことがありますか？）」"
CHAPTER17,現在完了形,「経験」の現在完了形とは？,"現在完了形の「経験」は、「have/has + 過去分詞」で、「～したことがある」「～したことがない」という意味を表します。例：「I have visited Paris twice.（私はパリを2回訪れたことがあります）」"
CHAPTER17,現在完了形,「継続」の否定文・疑問文,"継続の否定文は「have/has not + 過去分詞」で表し、疑問文は「How long + have/has + 主語 + 過去分詞？」の形になります。例：「I haven’t lived here for a long time.（私はここに長く住んでいません）」「How long have you lived here?（あなたはどれくらいここに住んでいますか？）」"
CHAPTER17,現在完了形,「継続」の現在完了形とは？,"現在完了形の「継続」は、「have/has + 過去分詞」で「～し続けている」ことを表します。例：「I have lived in Tokyo for five years.（私は5年間東京に住んでいます）」"
CHAPTER17,現在完了形,現在完了形の整理,"現在完了形は、完了（just, already, yet）、経験（ever, never, before）、継続（for, since）によって使い分けます。"
CHAPTER18,不定詞（発展）,letなどの使い方,"「let + 人 + 動詞の原形」で「人に～させる」という意味になります。例：「Let me help you.（手伝わせてください）」"
CHAPTER18,不定詞（発展）,「何をすればよいか」,"「what to + 動詞の原形」で「何を～すればよいか」という意味を表します。例：「I don’t know what to do.（何をすればよいかわからない）」"
CHAPTER18,不定詞（発展）,「～してほしい」,"「want + 人 + to + 動詞の原形」で「人に～してほしい」という意味を表します。例：「I want you to help me.（あなたに手伝ってほしい）」"
CHAPTER18,不定詞（発展）,「～することは…です」,"「It is + 形容詞 + to + 動詞の原形」で「～することは…です」という表現になります。例：「It is important to study every day.（毎日勉強することは大切です）」"
CHAPTER18,不定詞（発展）,「～するように伝える」,"「tell + 人 + to + 動詞の原形」で「人に～するように伝える」という意味になります。例：「She told me to wait.（彼女は私に待つように言いました）」"
CHAPTER18,不定詞（発展）,「～のしかた」,"「how to + 動詞の原形」で「～のしかた」を表します。例：「Do you know how to cook sushi?（寿司の作り方を知っていますか？）」"
CHAPTER19,後置修飾,「10年前に撮られた写真」など,"「a photo taken ten years ago」のように、過去分詞を使って名詞を後から修飾します。例：「This is a photo taken ten years ago.（これは10年前に撮られた写真です）」"
CHAPTER19,後置修飾,「きのう私が読んだ本」など,"「the book I read yesterday」のように、関係代名詞を省略して名詞を後から修飾します。例：「This is the book I read yesterday.（これはきのう私が読んだ本です）」"
CHAPTER19,後置修飾,「ピアノを弾いている女の子」など,"「the girl playing the piano」のように、現在分詞を使って名詞を後から修飾します。例：「The girl playing the piano is my sister.（ピアノを弾いている女の子は私の妹です）」"
CHAPTER19,後置修飾,「机の上の本」,"「the book on the desk」のように、前置詞句を使って名詞を後から修飾します。例：「This is the book on the desk.（これは机の上の本です）」"
CHAPTER20,関係代名詞,「関係代名詞」とは？,"関係代名詞は、2つの文をつなげて名詞を詳しく説明するために使われる語です。「who, which, that」などがあり、例：「This is the book that I bought.（これは私が買った本です）」"
CHAPTER20,関係代名詞,関係代名詞の整理,"関係代名詞には「who（人）」「which（物・動物）」「that（人・物）」があり、主格・目的格・所有格によって使い方が変わります。例：「The boy who is playing soccer is my brother.（サッカーをしている少年は私の弟です）」"
CHAPTER21,間接疑問文・仮定法,「もし私があなただったら」,"仮定法を使い、「If I were you, ～」の形で表します。例：「If I were you, I would study harder.（もし私があなただったら、もっと勉強するのに）」"
CHAPTER21,間接疑問文・仮定法,「もし～だったら」,"仮定法過去を使い、「If + 主語 + 動詞の過去形, 主語 + would/could + 動詞の原形」の形で表します。例：「If it rained, we would stay home.（もし雨が降ったら、私たちは家にいるだろう）」"
CHAPTER21,間接疑問文・仮定法,「仮定法」とは？,"仮定法は現実とは異なる状況を表す文法で、仮定法過去（If + 過去形, 主語 + would/could + 動詞の原形）や仮定法過去完了（If + had + 過去分詞, 主語 + would have + 過去分詞）などがあります。"
CHAPTER21,間接疑問文・仮定法,「～だったらいいのに」,"「I wish + 主語 + 動詞の過去形」で「～だったらいいのに」を表します。例：「I wish I had more time.（もっと時間があればいいのに）」"
CHAPTER21,間接疑問文・仮定法,文の中の疑問文,"間接疑問文では「疑問詞 + 主語 + 動詞」の語順になります。例：「Do you know where he lives?（彼がどこに住んでいるか知っていますか？）」"
コラムページ,aとtheの使い分けを知ろう,"「a/an」は不特定のものを指し、「the」は特定のものを指します。例：「I saw a dog.（私は犬を見た）」→「The dog was big.（その犬は大きかった）」"
コラムページ,「数えられない名詞」とは？,"数えられない名詞は単数・複数の区別がなく、「water（⽔）」「information（情報）」などが含まれます。数える場合は「a glass of water」のように表現します。"
コラムページ,カンタンな「感嘆文」を知ろう,"感嘆文には「What a/an + 形容詞 + 名詞!」や「How + 形容詞/副詞!」があります。例：「What a beautiful day!（なんて美しい日だ！）」"
コラムページ,便利な「付加疑問」を使おう,"付加疑問（tag question）は「～ですよね？」の意味を持ちます。例：「You like coffee, don’t you?（あなたはコーヒーが好きですよね？）」"
コラムページ,前置詞の使い分けを知ろう,"前置詞「in, on, at」などは使い方が異なります。例：「in Tokyo（東京に）」「on the table（テーブルの上に）」「at the station（駅で）」"
コラムページ,英語の「品詞」を知ろう,"英語の品詞には、名詞・動詞・形容詞・副詞・前置詞・接続詞・代名詞・冠詞などがあります。それぞれの役割を理解すると文の構造がわかりやすくなります。"
コラムページ,英語の「５文型」を知ろう,"英語の文型には「S+V」「S+V+O」「S+V+C」「S+V+O+O」「S+V+O+C」の5種類があります。例：「She is happy.（SVC：彼女は幸せです）」"
